PhraseId,Sentiment
156399,1
156400,0
156401,1
156402,1
156403,0
156404,0
156405,1
156406,1
156407,0
156408,0
156409,1
156410,0
156411,0
156412,0
156413,0
156414,0
156415,1
156416,0
156417,1
156418,1
156419,1
156420,1
156421,1
156422,3
156423,3
156424,3
156425,3
156426,3
156427,1
156428,1
156429,1
156430,1
156431,2
156432,2
156433,2
156434,0
156435,0
156436,1
156437,0
156438,1
156439,1
156440,1
156441,1
156442,0
156443,0
156444,1
156445,0
156446,3
156447,1
156448,3
156449,3
156450,3
156451,1
156452,1
156453,1
156454,1
156455,1
156456,1
156457,1
156458,1
156459,1
156460,1
156461,1
156462,1
156463,1
156464,1
156465,1
156466,1
156467,1
156468,0
156469,0
156470,0
156471,1
156472,1
156473,0
156474,1
156475,0
156476,1
156477,3
156478,3
156479,1
156480,1
156481,1
156482,3
156483,1
156484,1
156485,1
156486,1
156487,1
156488,1
156489,1
156490,1
156491,1
156492,1
156493,1
156494,1
156495,1
156496,1
156497,1
156498,1
156499,1
156500,1
156501,1
156502,1
156503,1
156504,1
156505,1
156506,1
156507,1
156508,1
156509,1
156510,1
156511,1
156512,1
156513,1
156514,1
156515,1
156516,1
156517,1
156518,1
156519,1
156520,1
156521,1
156522,1
156523,1
156524,1
156525,1
156526,1
156527,1
156528,1
156529,1
156530,1
156531,1
156532,1
156533,1
156534,1
156535,1
156536,1
156537,0
156538,0
156539,0
156540,0
156541,0
156542,0
156543,1
156544,0
156545,0
156546,1
156547,1
156548,1
156549,1
156550,1
156551,1
156552,1
156553,1
156554,1
156555,0
156556,0
156557,1
156558,1
156559,1
156560,0
156561,0
156562,1
156563,1
156564,1
156565,0
156566,0
156567,3
156568,3
156569,3
156570,1
156571,3
156572,1
156573,3
156574,0
156575,4
156576,4
156577,1
156578,4
156579,4
156580,1
156581,1
156582,1
156583,4
156584,4
156585,1
156586,4
156587,1
156588,4
156589,4
156590,4
156591,4
156592,1
156593,4
156594,4
156595,1
156596,4
156597,1
156598,1
156599,1
156600,1
156601,1
156602,1
156603,1
156604,1
156605,1
156606,1
156607,1
156608,1
156609,1
156610,1
156611,1
156612,1
156613,1
156614,1
156615,1
156616,1
156617,1
156618,1
156619,1
156620,1
156621,1
156622,1
156623,1
156624,1
156625,1
156626,1
156627,1
156628,1
156629,1
156630,1
156631,1
156632,1
156633,1
156634,1
156635,1
156636,1
156637,1
156638,1
156639,1
156640,0
156641,0
156642,1
156643,1
156644,1
156645,1
156646,0
156647,0
156648,1
156649,0
156650,0
156651,0
156652,0
156653,1
156654,0
156655,0
156656,0
156657,1
156658,1
156659,1
156660,1
156661,1
156662,1
156663,1
156664,1
156665,1
156666,0
156667,0
156668,0
156669,1
156670,1
156671,1
156672,1
156673,0
156674,0
156675,0
156676,0
156677,1
156678,1
156679,1
156680,1
156681,1
156682,1
156683,1
156684,0
156685,0
156686,0
156687,0
156688,0
156689,0
156690,0
156691,0
156692,1
156693,1
156694,1
156695,1
156696,1
156697,1
156698,1
156699,1
156700,1
156701,1
156702,1
156703,1
156704,1
156705,1
156706,1
156707,1
156708,1
156709,1
156710,1
156711,1
156712,1
156713,1
156714,1
156715,1
156716,1
156717,0
156718,1
156719,0
156720,0
156721,1
156722,1
156723,1
156724,1
156725,1
156726,1
156727,1
156728,1
156729,1
156730,1
156731,1
156732,1
156733,1
156734,1
156735,1
156736,1
156737,1
156738,1
156739,1
156740,1
156741,1
156742,1
156743,1
156744,1
156745,1
156746,1
156747,1
156748,1
156749,1
156750,1
156751,1
156752,1
156753,1
156754,4
156755,4
156756,4
156757,4
156758,1
156759,1
156760,1
156761,1
156762,1
156763,1
156764,4
156765,4
156766,3
156767,4
156768,1
156769,1
156770,1
156771,1
156772,1
156773,4
156774,4
156775,2
156776,2
156777,3
156778,1
156779,1
156780,1
156781,1
156782,1
156783,1
156784,1
156785,1
156786,1
156787,1
156788,1
156789,1
156790,1
156791,1
156792,1
156793,1
156794,1
156795,1
156796,1
156797,1
156798,1
156799,1
156800,1
156801,1
156802,1
156803,1
156804,1
156805,1
156806,1
156807,1
156808,1
156809,1
156810,1
156811,1
156812,4
156813,1
156814,1
156815,1
156816,1
156817,1
156818,1
156819,1
156820,1
156821,1
156822,1
156823,1
156824,1
156825,1
156826,1
156827,1
156828,1
156829,1
156830,4
156831,4
156832,4
156833,4
156834,3
156835,3
156836,3
156837,3
156838,3
156839,3
156840,1
156841,1
156842,1
156843,2
156844,4
156845,4
156846,4
156847,4
156848,4
156849,4
156850,1
156851,1
156852,1
156853,1
156854,1
156855,1
156856,1
156857,1
156858,1
156859,1
156860,1
156861,1
156862,1
156863,1
156864,1
156865,1
156866,1
156867,1
156868,1
156869,1
156870,1
156871,1
156872,4
156873,4
156874,4
156875,1
156876,0
156877,0
156878,0
156879,0
156880,0
156881,0
156882,1
156883,1
156884,1
156885,1
156886,0
156887,0
156888,2
156889,1
156890,1
156891,1
156892,1
156893,1
156894,1
156895,1
156896,1
156897,1
156898,1
156899,1
156900,1
156901,1
156902,1
156903,1
156904,1
156905,1
156906,1
156907,1
156908,1
156909,1
156910,1
156911,1
156912,1
156913,1
156914,1
156915,1
156916,1
156917,1
156918,1
156919,1
156920,1
156921,1
156922,1
156923,1
156924,1
156925,1
156926,1
156927,1
156928,1
156929,1
156930,1
156931,1
156932,1
156933,1
156934,1
156935,1
156936,1
156937,1
156938,1
156939,1
156940,4
156941,4
156942,4
156943,4
156944,1
156945,1
156946,4
156947,1
156948,4
156949,4
156950,4
156951,1
156952,1
156953,4
156954,4
156955,2
156956,1
156957,2
156958,2
156959,2
156960,2
156961,1
156962,2
156963,1
156964,2
156965,2
156966,2
156967,1
156968,1
156969,1
156970,1
156971,1
156972,1
156973,1
156974,1
156975,1
156976,1
156977,1
156978,1
156979,1
156980,1
156981,1
156982,1
156983,1
156984,1
156985,1
156986,1
156987,1
156988,1
156989,1
156990,1
156991,1
156992,1
156993,1
156994,1
156995,1
156996,1
156997,1
156998,1
156999,1
157000,1
157001,1
157002,1
157003,1
157004,1
157005,1
157006,1
157007,1
157008,1
157009,1
157010,1
157011,1
157012,1
157013,1
157014,1
157015,1
157016,1
157017,1
157018,1
157019,1
157020,1
157021,1
157022,1
157023,1
157024,1
157025,1
157026,1
157027,1
157028,1
157029,1
157030,1
157031,1
157032,1
157033,1
157034,1
157035,1
157036,1
157037,1
157038,4
157039,4
157040,4
157041,4
157042,4
157043,1
157044,4
157045,4
157046,4
157047,4
157048,1
157049,1
157050,1
157051,1
157052,1
157053,1
157054,1
157055,1
157056,1
157057,1
157058,1
157059,1
157060,1
157061,1
157062,1
157063,1
157064,1
157065,1
157066,1
157067,1
157068,1
157069,1
157070,1
157071,1
157072,1
157073,1
157074,0
157075,0
157076,0
157077,1
157078,0
157079,0
157080,0
157081,0
157082,0
157083,1
157084,1
157085,1
157086,1
157087,1
157088,1
157089,1
157090,1
157091,1
157092,1
157093,1
157094,1
157095,1
157096,4
157097,4
157098,1
157099,1
157100,1
157101,1
157102,1
157103,1
157104,4
157105,3
157106,3
157107,3
157108,3
157109,3
157110,3
157111,3
157112,3
157113,1
157114,1
157115,1
157116,1
157117,1
157118,1
157119,1
157120,2
157121,2
157122,2
157123,1
157124,1
157125,2
157126,1
157127,2
157128,1
157129,2
157130,1
157131,1
157132,1
157133,1
157134,1
157135,1
157136,1
157137,1
157138,1
157139,1
157140,1
157141,1
157142,1
157143,1
157144,1
157145,1
157146,1
157147,1
157148,1
157149,1
157150,1
157151,1
157152,1
157153,1
157154,1
157155,1
157156,1
157157,1
157158,1
157159,1
157160,1
157161,1
157162,1
157163,1
157164,1
157165,4
157166,4
157167,1
157168,1
157169,1
157170,4
157171,1
157172,4
157173,1
157174,1
157175,1
157176,1
157177,4
157178,4
157179,1
157180,1
157181,1
157182,1
157183,4
157184,1
157185,4
157186,1
157187,1
157188,4
157189,4
157190,4
157191,1
157192,1
157193,1
157194,1
157195,1
157196,1
157197,1
157198,1
157199,1
157200,1
157201,1
157202,1
157203,1
157204,1
157205,1
157206,1
157207,1
157208,1
157209,1
157210,1
157211,1
157212,1
157213,1
157214,1
157215,1
157216,1
157217,1
157218,1
157219,1
157220,1
157221,1
157222,1
157223,1
157224,1
157225,1
157226,1
157227,1
157228,1
157229,1
157230,1
157231,1
157232,1
157233,1
157234,1
157235,1
157236,1
157237,1
157238,1
157239,1
157240,1
157241,1
157242,1
157243,1
157244,3
157245,3
157246,3
157247,3
157248,1
157249,1
157250,3
157251,3
157252,3
157253,1
157254,1
157255,1
157256,1
157257,0
157258,1
157259,1
157260,1
157261,1
157262,1
157263,1
157264,0
157265,0
157266,1
157267,0
157268,0
157269,1
157270,2
157271,2
157272,1
157273,1
157274,1
157275,1
157276,1
157277,0
157278,0
157279,0
157280,0
157281,1
157282,1
157283,0
157284,0
157285,0
157286,1
157287,1
157288,1
157289,1
157290,4
157291,3
157292,3
157293,1
157294,3
157295,3
157296,1
157297,4
157298,4
157299,4
157300,4
157301,1
157302,1
157303,1
157304,1
157305,1
157306,1
157307,1
157308,1
157309,1
157310,1
157311,1
157312,1
157313,1
157314,1
157315,1
157316,1
157317,1
157318,1
157319,1
157320,1
157321,1
157322,1
157323,1
157324,1
157325,1
157326,1
157327,1
157328,1
157329,1
157330,1
157331,1
157332,1
157333,1
157334,1
157335,1
157336,1
157337,1
157338,1
157339,1
157340,1
157341,1
157342,1
157343,1
157344,1
157345,1
157346,1
157347,1
157348,1
157349,1
157350,4
157351,4
157352,4
157353,2
157354,1
157355,2
157356,0
157357,0
157358,0
157359,0
157360,0
157361,1
157362,1
157363,1
157364,1
157365,1
157366,1
157367,1
157368,1
157369,1
157370,1
157371,1
157372,1
157373,0
157374,1
157375,1
157376,0
157377,0
157378,1
157379,0
157380,1
157381,0
157382,4
157383,2
157384,2
157385,2
157386,2
157387,2
157388,2
157389,1
157390,2
157391,1
157392,1
157393,1
157394,1
157395,1
157396,1
157397,1
157398,1
157399,1
157400,1
157401,1
157402,1
157403,1
157404,1
157405,1
157406,1
157407,1
157408,1
157409,1
157410,1
157411,1
157412,1
157413,1
157414,1
157415,4
157416,4
157417,3
157418,1
157419,1
157420,1
157421,1
157422,3
157423,1
157424,3
157425,2
157426,2
157427,2
157428,1
157429,1
157430,1
157431,1
157432,1
157433,1
157434,1
157435,1
157436,1
157437,1
157438,1
157439,1
157440,1
157441,1
157442,1
157443,1
157444,1
157445,1
157446,1
157447,1
157448,1
157449,1
157450,1
157451,1
157452,1
157453,1
157454,1
157455,1
157456,1
157457,1
157458,1
157459,1
157460,0
157461,0
157462,0
157463,1
157464,0
157465,0
157466,1
157467,1
157468,1
157469,1
157470,0
157471,1
157472,0
157473,0
157474,0
157475,0
157476,0
157477,0
157478,1
157479,1
157480,1
157481,1
157482,1
157483,1
157484,1
157485,1
157486,2
157487,2
157488,1
157489,1
157490,1
157491,1
157492,1
157493,1
157494,2
157495,2
157496,1
157497,2
157498,0
157499,4
157500,1
157501,1
157502,4
157503,4
157504,1
157505,4
157506,4
157507,4
157508,1
157509,0
157510,1
157511,1
157512,1
157513,1
157514,0
157515,0
157516,0
157517,0
157518,0
157519,0
157520,1
157521,1
157522,1
157523,1
157524,1
157525,1
157526,1
157527,1
157528,1
157529,1
157530,4
157531,1
157532,1
157533,1
157534,1
157535,1
157536,4
157537,4
157538,4
157539,4
157540,4
157541,4
157542,4
157543,1
157544,1
157545,1
157546,1
157547,1
157548,1
157549,1
157550,1
157551,1
157552,1
157553,1
157554,1
157555,1
157556,1
157557,1
157558,1
157559,1
157560,1
157561,1
157562,1
157563,1
157564,1
157565,1
157566,1
157567,1
157568,1
157569,1
157570,1
157571,1
157572,1
157573,1
157574,1
157575,1
157576,1
157577,1
157578,1
157579,1
157580,1
157581,1
157582,1
157583,1
157584,1
157585,1
157586,1
157587,1
157588,1
157589,1
157590,1
157591,1
157592,1
157593,1
157594,1
157595,1
157596,1
157597,1
157598,1
157599,1
157600,1
157601,1
157602,2
157603,2
157604,2
157605,2
157606,2
157607,1
157608,2
157609,1
157610,2
157611,2
157612,2
157613,1
157614,1
157615,1
157616,1
157617,1
157618,1
157619,1
157620,3
157621,2
157622,2
157623,0
157624,0
157625,1
157626,1
157627,1
157628,1
157629,1
157630,1
157631,0
157632,1
157633,1
157634,0
157635,0
157636,0
157637,0
157638,0
157639,0
157640,1
157641,0
157642,0
157643,1
157644,0
157645,0
157646,0
157647,0
157648,0
157649,0
157650,0
157651,1
157652,0
157653,1
157654,1
157655,1
157656,1
157657,1
157658,1
157659,1
157660,1
157661,1
157662,1
157663,3
157664,3
157665,3
157666,4
157667,1
157668,0
157669,1
157670,1
157671,2
157672,1
157673,1
157674,1
157675,2
157676,2
157677,2
157678,1
157679,1
157680,1
157681,2
157682,2
157683,2
157684,2
157685,2
157686,2
157687,2
157688,2
157689,1
157690,2
157691,1
157692,1
157693,1
157694,1
157695,1
157696,1
157697,1
157698,1
157699,1
157700,1
157701,1
157702,1
157703,1
157704,1
157705,1
157706,1
157707,1
157708,1
157709,1
157710,1
157711,1
157712,1
157713,1
157714,1
157715,1
157716,3
157717,3
157718,3
157719,1
157720,3
157721,3
157722,1
157723,1
157724,1
157725,1
157726,1
157727,3
157728,3
157729,3
157730,1
157731,1
157732,1
157733,1
157734,1
157735,1
157736,1
157737,1
157738,1
157739,1
157740,1
157741,1
157742,1
157743,1
157744,1
157745,1
157746,1
157747,1
157748,1
157749,1
157750,1
157751,1
157752,1
157753,1
157754,1
157755,4
157756,1
157757,1
157758,1
157759,1
157760,1
157761,1
157762,1
157763,1
157764,1
157765,4
157766,4
157767,4
157768,4
157769,4
157770,4
157771,4
157772,3
157773,3
157774,1
157775,1
157776,1
157777,1
157778,4
157779,1
157780,4
157781,1
157782,1
157783,1
157784,1
157785,1
157786,1
157787,1
157788,1
157789,1
157790,1
157791,1
157792,1
157793,1
157794,1
157795,4
157796,4
157797,4
157798,1
157799,1
157800,1
157801,1
157802,1
157803,1
157804,1
157805,1
157806,1
157807,1
157808,1
157809,1
157810,1
157811,1
157812,1
157813,1
157814,1
157815,1
157816,1
157817,1
157818,1
157819,1
157820,1
157821,1
157822,1
157823,1
157824,1
157825,1
157826,1
157827,1
157828,1
157829,1
157830,1
157831,1
157832,1
157833,1
157834,1
157835,1
157836,1
157837,1
157838,1
157839,1
157840,1
157841,1
157842,1
157843,1
157844,1
157845,1
157846,1
157847,1
157848,1
157849,1
157850,1
157851,1
157852,1
157853,1
157854,1
157855,1
157856,1
157857,1
157858,1
157859,1
157860,1
157861,1
157862,1
157863,1
157864,1
157865,1
157866,1
157867,1
157868,1
157869,1
157870,1
157871,1
157872,1
157873,1
157874,1
157875,1
157876,1
157877,1
157878,1
157879,4
157880,1
157881,1
157882,1
157883,1
157884,1
157885,1
157886,1
157887,1
157888,1
157889,1
157890,1
157891,1
157892,1
157893,4
157894,4
157895,4
157896,4
157897,4
157898,4
157899,2
157900,2
157901,1
157902,1
157903,1
157904,2
157905,1
157906,3
157907,3
157908,1
157909,1
157910,1
157911,1
157912,1
157913,1
157914,1
157915,1
157916,1
157917,1
157918,1
157919,1
157920,1
157921,1
157922,1
157923,1
157924,1
157925,1
157926,1
157927,1
157928,1
157929,1
157930,1
157931,1
157932,1
157933,1
157934,1
157935,1
157936,1
157937,1
157938,1
157939,1
157940,1
157941,1
157942,1
157943,1
157944,1
157945,1
157946,1
157947,1
157948,1
157949,1
157950,1
157951,1
157952,1
157953,1
157954,1
157955,1
157956,1
157957,1
157958,1
157959,1
157960,1
157961,1
157962,1
157963,1
157964,1
157965,1
157966,1
157967,1
157968,1
157969,1
157970,1
157971,1
157972,1
157973,1
157974,1
157975,1
157976,1
157977,1
157978,1
157979,1
157980,1
157981,1
157982,1
157983,1
157984,1
157985,1
157986,1
157987,1
157988,1
157989,1
157990,1
157991,1
157992,1
157993,1
157994,1
157995,1
157996,1
157997,1
157998,1
157999,1
158000,1
158001,1
158002,1
158003,1
158004,1
158005,1
158006,1
158007,1
158008,1
158009,1
158010,1
158011,1
158012,1
158013,1
158014,1
158015,1
158016,0
158017,0
158018,1
158019,1
158020,1
158021,1
158022,1
158023,1
158024,1
158025,1
158026,1
158027,1
158028,1
158029,1
158030,1
158031,0
158032,1
158033,1
158034,1
158035,1
158036,1
158037,1
158038,0
158039,0
158040,2
158041,2
158042,1
158043,0
158044,0
158045,1
158046,0
158047,0
158048,0
158049,0
158050,0
158051,1
158052,0
158053,1
158054,3
158055,3
158056,3
158057,3
158058,1
158059,1
158060,0
158061,0
158062,1
158063,1
158064,1
158065,1
158066,1
158067,1
158068,1
158069,0
158070,0
158071,0
158072,0
158073,0
158074,1
158075,1
158076,4
158077,4
158078,4
158079,1
158080,4
158081,1
158082,4
158083,1
158084,1
158085,1
158086,1
158087,4
158088,4
158089,4
158090,4
158091,1
158092,1
158093,1
158094,2
158095,2
158096,4
158097,4
158098,4
158099,4
158100,1
158101,4
158102,4
158103,4
158104,4
158105,1
158106,0
158107,1
158108,1
158109,1
158110,1
158111,1
158112,0
158113,1
158114,1
158115,1
158116,1
158117,0
158118,0
158119,0
158120,1
158121,1
158122,1
158123,1
158124,1
158125,1
158126,1
158127,1
158128,1
158129,4
158130,4
158131,4
158132,4
158133,4
158134,4
158135,4
158136,4
158137,4
158138,1
158139,1
158140,1
158141,1
158142,1
158143,1
158144,1
158145,1
158146,1
158147,1
158148,1
158149,1
158150,1
158151,1
158152,1
158153,1
158154,1
158155,1
158156,1
158157,1
158158,1
158159,1
158160,2
158161,1
158162,2
158163,2
158164,1
158165,2
158166,2
158167,2
158168,4
158169,4
158170,3
158171,3
158172,1
158173,1
158174,1
158175,1
158176,1
158177,3
158178,3
158179,3
158180,3
158181,3
158182,1
158183,1
158184,1
158185,1
158186,0
158187,0
158188,1
158189,0
158190,0
158191,1
158192,1
158193,4
158194,4
158195,4
158196,4
158197,4
158198,4
158199,4
158200,1
158201,4
158202,4
158203,4
158204,1
158205,1
158206,4
158207,4
158208,4
158209,4
158210,1
158211,1
158212,1
158213,1
158214,1
158215,1
158216,1
158217,1
158218,1
158219,1
158220,0
158221,1
158222,0
158223,0
158224,0
158225,0
158226,1
158227,1
158228,1
158229,1
158230,0
158231,0
158232,0
158233,1
158234,1
158235,1
158236,1
158237,1
158238,1
158239,1
158240,1
158241,1
158242,1
158243,1
158244,1
158245,1
158246,1
158247,1
158248,1
158249,1
158250,0
158251,1
158252,0
158253,0
158254,1
158255,0
158256,0
158257,1
158258,1
158259,1
158260,1
158261,0
158262,0
158263,1
158264,1
158265,1
158266,1
158267,1
158268,1
158269,0
158270,1
158271,1
158272,1
158273,0
158274,0
158275,0
158276,0
158277,1
158278,1
158279,1
158280,0
158281,0
158282,1
158283,0
158284,0
158285,0
158286,1
158287,1
158288,1
158289,1
158290,1
158291,0
158292,0
158293,0
158294,1
158295,1
158296,1
158297,1
158298,1
158299,1
158300,1
158301,0
158302,0
158303,1
158304,1
158305,1
158306,1
158307,0
158308,0
158309,1
158310,1
158311,1
158312,1
158313,1
158314,1
158315,1
158316,1
158317,1
158318,1
158319,0
158320,1
158321,1
158322,1
158323,0
158324,0
158325,1
158326,0
158327,0
158328,0
158329,1
158330,1
158331,0
158332,0
158333,0
158334,0
158335,0
158336,0
158337,1
158338,4
158339,4
158340,4
158341,1
158342,1
158343,4
158344,1
158345,4
158346,4
158347,4
158348,1
158349,4
158350,4
158351,4
158352,3
158353,3
158354,1
158355,1
158356,1
158357,3
158358,2
158359,3
158360,1
158361,1
158362,1
158363,1
158364,1
158365,1
158366,1
158367,1
158368,1
158369,1
158370,1
158371,3
158372,3
158373,3
158374,3
158375,3
158376,3
158377,1
158378,1
158379,1
158380,1
158381,1
158382,1
158383,1
158384,1
158385,1
158386,1
158387,1
158388,1
158389,1
158390,1
158391,1
158392,1
158393,1
158394,1
158395,1
158396,1
158397,1
158398,1
158399,1
158400,1
158401,1
158402,1
158403,1
158404,1
158405,1
158406,1
158407,1
158408,1
158409,1
158410,1
158411,1
158412,1
158413,1
158414,1
158415,1
158416,1
158417,1
158418,1
158419,1
158420,1
158421,1
158422,1
158423,1
158424,1
158425,1
158426,1
158427,1
158428,1
158429,1
158430,1
158431,1
158432,1
158433,1
158434,1
158435,1
158436,1
158437,1
158438,1
158439,1
158440,1
158441,1
158442,1
158443,1
158444,1
158445,1
158446,1
158447,1
158448,1
158449,1
158450,1
158451,1
158452,1
158453,1
158454,1
158455,1
158456,1
158457,0
158458,0
158459,0
158460,0
158461,0
158462,1
158463,1
158464,1
158465,1
158466,1
158467,1
158468,0
158469,1
158470,1
158471,1
158472,1
158473,1
158474,1
158475,1
158476,1
158477,1
158478,1
158479,1
158480,1
158481,1
158482,1
158483,1
158484,1
158485,1
158486,1
158487,1
158488,1
158489,1
158490,1
158491,1
158492,1
158493,1
158494,1
158495,1
158496,1
158497,1
158498,1
158499,1
158500,1
158501,1
158502,1
158503,1
158504,1
158505,1
158506,1
158507,1
158508,1
158509,1
158510,1
158511,1
158512,1
158513,1
158514,1
158515,1
158516,1
158517,1
158518,1
158519,1
158520,1
158521,1
158522,1
158523,1
158524,1
158525,1
158526,1
158527,1
158528,1
158529,1
158530,1
158531,1
158532,1
158533,1
158534,1
158535,2
158536,1
158537,1
158538,1
158539,1
158540,2
158541,2
158542,1
158543,2
158544,1
158545,1
158546,2
158547,1
158548,2
158549,2
158550,2
158551,1
158552,1
158553,1
158554,2
158555,1
158556,1
158557,1
158558,1
158559,1
158560,1
158561,1
158562,1
158563,2
158564,2
158565,2
158566,2
158567,1
158568,1
158569,1
158570,1
158571,1
158572,2
158573,2
158574,1
158575,1
158576,1
158577,2
158578,1
158579,1
158580,1
158581,1
158582,1
158583,1
158584,1
158585,1
158586,1
158587,1
158588,1
158589,2
158590,1
158591,2
158592,2
158593,4
158594,4
158595,1
158596,1
158597,4
158598,1
158599,4
158600,4
158601,4
158602,1
158603,1
158604,1
158605,1
158606,1
158607,1
158608,1
158609,1
158610,1
158611,1
158612,1
158613,1
158614,1
158615,1
158616,1
158617,1
158618,1
158619,1
158620,1
158621,1
158622,1
158623,1
158624,1
158625,1
158626,1
158627,1
158628,1
158629,1
158630,4
158631,4
158632,4
158633,4
158634,1
158635,4
158636,4
158637,1
158638,1
158639,1
158640,1
158641,1
158642,1
158643,1
158644,1
158645,1
158646,1
158647,1
158648,1
158649,1
158650,1
158651,1
158652,1
158653,4
158654,4
158655,1
158656,1
158657,1
158658,1
158659,1
158660,1
158661,1
158662,1
158663,1
158664,1
158665,1
158666,1
158667,1
158668,1
158669,1
158670,1
158671,4
158672,4
158673,1
158674,1
158675,4
158676,1
158677,1
158678,1
158679,1
158680,1
158681,1
158682,4
158683,4
158684,4
158685,4
158686,3
158687,3
158688,1
158689,1
158690,1
158691,1
158692,1
158693,1
158694,1
158695,1
158696,1
158697,1
158698,1
158699,1
158700,1
158701,1
158702,1
158703,1
158704,1
158705,1
158706,1
158707,1
158708,1
158709,1
158710,1
158711,1
158712,1
158713,1
158714,1
158715,1
158716,1
158717,1
158718,1
158719,1
158720,1
158721,1
158722,1
158723,1
158724,1
158725,1
158726,1
158727,1
158728,1
158729,1
158730,1
158731,1
158732,1
158733,1
158734,1
158735,1
158736,1
158737,1
158738,1
158739,1
158740,1
158741,1
158742,1
158743,1
158744,1
158745,1
158746,1
158747,1
158748,1
158749,1
158750,1
158751,1
158752,1
158753,2
158754,3
158755,3
158756,1
158757,1
158758,1
158759,1
158760,1
158761,1
158762,1
158763,1
158764,1
158765,1
158766,1
158767,1
158768,1
158769,1
158770,0
158771,0
158772,0
158773,0
158774,0
158775,0
158776,1
158777,0
158778,1
158779,0
158780,0
158781,1
158782,1
158783,1
158784,3
158785,3
158786,3
158787,1
158788,0
158789,0
158790,1
158791,0
158792,0
158793,0
158794,3
158795,3
158796,1
158797,3
158798,1
158799,1
158800,1
158801,1
158802,1
158803,1
158804,1
158805,1
158806,1
158807,1
158808,1
158809,1
158810,0
158811,0
158812,0
158813,0
158814,0
158815,0
158816,0
158817,0
158818,0
158819,1
158820,1
158821,1
158822,1
158823,1
158824,1
158825,1
158826,1
158827,1
158828,1
158829,1
158830,1
158831,1
158832,1
158833,1
158834,1
158835,1
158836,1
158837,1
158838,1
158839,1
158840,1
158841,1
158842,1
158843,4
158844,1
158845,1
158846,1
158847,1
158848,1
158849,1
158850,1
158851,1
158852,1
158853,1
158854,1
158855,1
